0,0,5.0
0,1,3.0
0,2,5.0
0,3,5.0
0,4,5.0
0,5,5.0
0,6,4.0
0,7,4.0
0,8,4.0
0,9,5.0
0,10,4.0
0,11,4.0
0,12,5.0
0,13,3.0
0,14,4.0
0,15,5.0
0,16,4.0
0,17,3.0
0,18,5.0
0,19,5.0
0,20,4.0
0,21,5.0
0,22,4.0
0,23,5.0
0,24,4.0
0,25,5.0
0,26,4.0
0,27,2.0
0,28,4.0
0,29,4.0
0,30,5.0
0,31,5.0
0,32,5.0
0,33,5.0
0,34,4.0
0,35,2.0
0,36,5.0
0,37,5.0
0,38,5.0
0,39,5.0
0,40,5.0
0,41,5.0
0,42,4.0
0,43,5.0
0,44,4.0
0,45,5.0
0,46,4.0
0,47,4.0
0,48,5.0
0,49,5.0
0,50,4.0
0,51,5.0
0,52,3.0
0,53,5.0
0,54,3.0
0,55,4.0
0,56,5.0
0,57,3.0
0,58,5.0
0,59,3.0
0,60,4.0
0,61,4.0
0,62,3.0
0,63,4.0
0,64,5.0
0,65,3.0
0,66,5.0
0,67,5.0
0,68,4.0
0,69,4.0
0,70,5.0
0,71,4.0
0,72,5.0
1,73,5.0
1,74,4.0
1,75,3.0
1,76,4.0
1,77,4.0
1,78,4.0
1,79,4.0
1,80,5.0
1,81,1.0
1,82,4.0
1,83,4.0
1,84,5.0
1,85,4.0
1,86,4.0
1,87,5.0
1,88,5.0
1,89,5.0
1,90,5.0
1,91,4.0
2,92,4.0
2,93,5.0
2,94,5.0
2,95,5.0
2,96,5.0
2,97,5.0
2,98,3.0
2,99,4.0
2,100,4.0
2,101,5.0
3,102,5.0
3,103,5.0
3,104,5.0
4,105,4.0
4,106,4.0
4,107,1.0
5,108,5.0
5,41,5.0
5,109,2.0
5,110,4.0
5,111,4.0
5,112,4.0
5,113,5.0
6,114,3.0
6,115,3.0
6,116,5.0
6,117,3.0
6,118,3.0
6,119,5.0
6,120,4.0
6,121,5.0
6,122,4.0
6,123,3.0
6,124,5.0
6,125,3.0
6,126,3.0
6,127,2.0
6,128,4.0
6,129,3.0
6,130,4.0
6,131,4.0
6,132,4.0
6,133,4.0
6,134,4.0
6,135,3.0
6,136,3.0
6,137,5.0
6,138,3.0
6,139,3.0
6,140,5.0
6,141,5.0
6,142,5.0
6,143,3.0
6,144,5.0
6,145,4.0
6,146,3.0
6,147,5.0
6,148,5.0
6,149,4.0
6,150,5.0
6,151,5.0
6,152,5.0
6,153,5.0
6,154,3.0
6,155,5.0
6,156,5.0
6,157,3.0
6,158,4.0
6,159,5.0
6,160,4.0
6,161,4.0
6,162,4.0
6,163,5.0
6,164,2.0
6,165,5.0
6,166,5.0
6,167,5.0
6,168,3.0
6,169,5.0
6,170,4.0
6,171,4.0
6,172,4.0
6,173,5.0
6,174,5.0
6,175,3.0
6,176,5.0
6,177,5.0
6,178,4.0
6,179,4.0
6,180,4.0
6,181,2.0
6,182,3.0
6,183,5.0
6,184,4.0
6,185,4.0
6,186,4.0
6,187,4.0
6,188,5.0
6,189,5.0
6,190,3.0
6,39,5.0
6,191,4.0
6,192,1.0
6,193,5.0
6,194,4.0
6,195,3.0
6,196,3.0
6,197,5.0
6,198,4.0
6,199,5.0
6,200,4.0
6,201,3.0
6,202,3.0
6,203,5.0
6,204,3.0
6,205,3.0
6,206,4.0
6,207,5.0
6,208,5.0
6,209,3.0
6,210,5.0
6,211,5.0
6,212,3.0
6,213,5.0
6,214,3.0
6,215,4.0
6,216,5.0
6,217,3.0
6,218,5.0
6,219,5.0
6,220,5.0
6,221,5.0
6,222,5.0
6,223,3.0
6,224,4.0
6,225,5.0
6,226,4.0
6,227,5.0
6,228,5.0
